#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
1000,17053.57768123236,47375.574670792084,64429.152352024445,296.52998554077095,163.3939208360167,0.8355078318786586,0
2000,17232.11572126986,47681.75329547203,64913.86901674189,298.44639803349816,163.0870830466422,0.8370797857780695,425
3000,16364.176163399883,47715.24536168157,64079.42152508145,298.6560293039969,162.3226312012148,0.8410219790648132,425
4000,16320.977638817625,47517.51362568251,63838.49126450014,297.41840022563343,162.39642753542086,0.8406398010823071,427
5000,16369.559296761174,47408.33226033944,63777.891557100615,296.7350196247336,162.32266451789346,0.841021806445302,428
6000,16973.264523070364,46943.47567642354,63916.74019949391,293.8254208058279,162.88908225009303,0.8380973031099235,427
7000,16708.634268083202,47732.30564611637,64440.939914199575,298.7628118798691,163.7498774403753,0.8336916196444917,427
8000,16753.33970985876,47534.37888488344,64287.7185947422,297.5239621127819,163.70686500281073,0.8339106642687806,427
9000,17804.125877955987,47888.301395630835,65692.42727358683,299.7392099007772,164.50411510612875,0.8298692130089299,427
10000,17091.647881512123,47586.71360562045,64678.36148713257,297.8515320492157,163.8268217221115,0.8333000610328507,428
11000,17570.33503260085,46612.74689497115,64183.081927572,291.7553456360071,163.96171345441428,0.8326145028839845,428
12000,17463.920477763808,47807.94833049781,65271.86880826162,299.23626944237384,163.94251568087057,0.8327120025753196,415
13000,17857.69784612686,47608.51181972885,65466.209665855706,297.98796995333174,164.1943507735343,0.831434820362029,416
14000,17816.29182417778,48373.284771742816,66189.5765959206,302.7747849730658,163.4201147871591,0.8353739116978055,417
15000,17174.925231334986,47987.35350298214,65162.27873431713,300.3591901366851,163.4058301504208,0.8354469385467146,418
16000,17309.889363168797,47446.743536065675,64756.63289923447,296.9754408779817,162.9736247920198,0.8376625402673021,419
17000,17709.04181590723,47018.47675417213,64727.51857007936,294.29486246758876,163.3813004491326,0.8355723706725965,420
18000,17164.538585864124,47787.629146713254,64952.16773257738,299.10908898460195,162.8895453830937,0.8380949202036546,420
19000,17045.235744612408,47731.9838931352,64777.21963774761,298.7607979854199,163.20494823119856,0.836475254086424,421
20000,17054.368264263845,47199.01642381821,64253.38468808206,295.4248841296308,163.51597626199865,0.8348841725478553,421
21000,16432.50802858005,47304.06606580912,63736.57409438917,296.08240372780114,162.30015596292043,0.8411384433360775,421
22000,17216.235169376712,47982.041088516184,65198.276257892896,300.32593903217133,163.5530376185691,0.8346949865781884,415
23000,16893.49970678176,47313.450163432695,64206.949870214456,296.1411400355287,163.68090342684107,0.834042931592635,408
24000,17628.27369003481,47895.2459118216,65523.51960185641,299.7826765457719,163.74322283971384,0.8337255012592988,409
25000,17069.78424296371,47196.532419406765,64266.316662370475,295.4093364176014,163.7813288830098,0.8335315232261212,410
26000,16645.457979805476,47244.008866070464,63889.46684587594,295.7064977742824,162.32927615274957,0.8409875518165497,410
27000,17549.35100833734,47774.910837083014,65324.261845420355,299.0294834030979,162.84724584241889,0.8383126151974084,411
28000,17277.3768732943,47846.07449355393,65123.45136684823,299.4749061377241,163.33232562840595,0.8358229151187151,412
29000,16790.413435820257,47493.4415287473,64283.85496456756,297.267729788267,162.93182121159606,0.8378774601835569,413
30000,17331.746177357098,47715.26029041484,65047.006467771935,298.65612274491224,162.80393180409723,0.8385356485378064,413
31000,16762.27166553063,47932.08529208865,64694.356957619275,300.0132590975157,162.73176375799284,0.8389075211086331,414
32000,16554.58093653602,47652.39677940522,64206.97771594124,298.2626517181171,162.47020299362904,0.8402580782471647,410
33000,16391.516545834893,47117.79486431153,63509.31141014642,294.9165076501163,162.3247878661725,0.8410108051544405,410
34000,16226.988895064627,47169.005680247676,63395.9945753123,295.23704291780643,161.93730967887993,0.8430231477265192,411
35000,17342.74054435006,47181.54254150264,64524.2830858527,295.31551278993976,163.10871276414142,0.8369687812891992,405
36000,16979.16969506978,47278.961281639014,64258.130976708795,295.92526956449666,162.66385903785212,0.8392577266231326,406
37000,16508.77781099791,48148.25387666063,64657.03168765854,301.3662868486918,162.36772059176846,0.8407884279110491,406
38000,17621.29794095672,47462.490915832495,65083.788856789215,297.0740058099537,163.8539292490494,0.833162202246337,407
39000,16711.278341686993,47818.49695935231,64529.775301039306,299.30229470504213,163.27213338232838,0.8361310513422204,408
40000,16589.659795821295,47459.559484432015,64049.21928025331,297.0556575932442,162.90153556687338,0.838033233172387,408
41000,16467.058598678675,47504.74738226688,63971.80598094556,297.33849462022914,162.64911636318703,0.8393337977626532,409
42000,16543.91304211988,47418.86119501044,63962.77423713032,296.8009216189035,162.36180638173423,0.8408190545680679,405
43000,17545.81066886388,48301.689742895345,65847.50041175922,302.3266622217016,162.83538232574207,0.8383736912089529,401
44000,17506.476637066284,47993.86049222196,65500.337129288244,300.3999182426469,162.68922898150055,0.8391268518174418,401
45000,17099.566897784476,47516.84577720758,64616.412674992054,297.4142200737304,163.0949545528208,0.8370393855172287,402
46000,17457.95404581487,47622.15057474661,65080.10462056148,298.0733367242114,162.93329960218216,0.8378698576237826,403
47000,17360.969955815468,47622.73658838654,64983.70654420201,298.07700466106246,163.58413057800567,0.834536333429696,403
48000,17376.707002858922,47792.71349034765,65169.42049320657,299.140912563627,163.7505624747141,0.8336881319777698,404
49000,17104.865326246712,47850.802967742406,64955.66829398912,299.5045022828364,163.67454408179836,0.8340753371619443,404
